,TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,DiscountPercent,PaymentType
397,398,5/4/2025,1013,2012,404,2,1994.21,3.17,Mobile Payment
398,399,5/4/2025,1183,2060,401,1,367.54,13.52,Gift Card
399,400,5/4/2025,1001,2070,402,3,102.54,19.44,Credit Card
400,401,5/4/2025,1167,2060,404,1,735.08,34.55,Cash
401,402,5/4/2025,1193,2036,403,2,348.77,37.9,Gift Card
402,403,5/4/2025,1165,2007,401,1,0,14.91,Cash
403,404,5/4/2025,1136,2094,401,1,1776.06,28.69,Mobile Payment
404,405,5/4/2025,1106,2022,401,3,671.18,30.2,Mobile Payment
405,406,5/4/2025,1126,2023,403,0,0,19.55,Credit Card
406,407,5/4/2025,1002,2038,401,2,1482.42,37.75,Cash
407,408,5/4/2025,1072,2058,404,1,1200.15,31.12,Gift Card
408,409,5/4/2025,1129,2059,403,1,1382.54,3.56,Mobile Payment
409,410,5/4/2025,1028,2042,402,3,502.83,7.52,Credit Card
410,411,5/4/2025,1165,2032,402,0,0,28.17,Mobile Payment
411,412,5/4/2025,1188,2043,403,1,1572.21,18.46,Cash
412,413,5/4/2025,1044,2078,404,3,426.03,18.17,Gift Card
413,414,5/4/2025,1131,2041,401,3,3216.84,6.41,Credit Card
414,415,5/4/2025,1171,2012,402,1,1121.74,38.13,Mobile Payment
415,416,5/4/2025,1122,2041,402,0,1608.42,23.31,Gift Card
416,417,5/4/2025,1066,2049,402,3,0,45.5,Credit Card
417,418,5/4/2025,1192,2034,403,2,326.81,5.59,Credit Card
418,419,5/4/2025,1149,2092,401,2,1157.3,18.48,Cash
419,420,5/4/2025,1167,2046,402,0,133.72,36.19,Credit Card
420,421,5/4/2025,1170,2015,404,2,0,22.23,Cash
421,422,5/4/2025,1040,2051,403,0,469.28,7.76,Credit Card
422,423,5/4/2025,1163,2037,403,1,0,5.82,Gift Card
423,424,5/4/2025,1056,2017,404,1,834.66,45.7,Credit Card
424,425,5/4/2025,1116,2095,403,3,490.79,33.54,Gift Card
425,426,5/4/2025,1179,2070,404,1,61.52,0.78,Mobile Payment
426,427,5/4/2025,1195,2031,401,3,1695.9,17.73,Mobile Payment
427,428,5/4/2025,1135,2090,403,0,0,29.47,Gift Card
428,429,5/4/2025,1144,2014,401,1,443.34,48.46,Credit Card
429,430,5/4/2025,1146,2068,402,1,2952.86,14.25,Credit Card
430,431,5/4/2025,1083,2066,404,0,516.06,28,Cash
431,432,5/4/2025,1174,2026,404,0,423.12,16.64,Credit Card
432,433,5/4/2025,1130,2057,401,3,1747.92,49.52,Cash
433,434,5/4/2025,1033,2065,404,3,0,41.5,Credit Card
434,435,5/4/2025,1144,2007,404,2,933.42,47.68,Cash
435,436,5/4/2025,1185,2002,404,2,692.8,3.3,Gift Card
436,437,5/4/2025,1000,2095,402,0,0,9.73,Cash
437,438,5/4/2025,1011,2054,403,0,900.51,42.14,Gift Card
438,439,5/4/2025,1138,2007,401,3,2333.56,11.22,Credit Card
439,440,5/4/2025,1008,2036,404,1,196.18,27.01,Cash
440,441,5/4/2025,1196,2017,404,2,741.92,9.02,Credit Card
441,442,5/4/2025,1097,2057,404,3,436.98,7.66,Credit Card
442,443,5/4/2025,1020,2087,402,2,637.28,18.55,Cash
443,444,5/4/2025,1030,2022,404,1,604.06,3.45,Cash
444,445,5/4/2025,1186,2028,401,0,2551.76,37.94,Credit Card
445,446,5/4/2025,1076,2059,404,3,1536.15,9.31,Credit Card
446,447,5/4/2025,1058,2031,404,2,0,46.76,Credit Card
447,448,5/4/2025,1039,2035,402,0,899.99,23.76,Mobile Payment
448,449,5/4/2025,1008,2084,404,0,845.55,17.43,Cash
449,450,5/4/2025,1061,2026,401,0,423.12,25.97,Gift Card
450,451,5/4/2025,1152,2004,404,0,2781.75,38.84,Gift Card
451,452,5/4/2025,1062,2094,401,3,1973.4,28.81,Mobile Payment
452,453,5/4/2025,1112,2029,402,0,13.51,34.75,Gift Card
453,454,5/4/2025,1035,2064,403,1,0,24.67,Gift Card
454,455,5/4/2025,1187,2073,403,2,399.54,5.87,Mobile Payment
455,456,5/4/2025,1060,2038,402,1,3335.44,19.89,Credit Card
456,457,5/4/2025,1105,2038,403,0,1853.02,34.9,Mobile Payment
457,458,5/4/2025,1142,2075,402,3,3903.2,36.45,Mobile Payment
458,459,5/4/2025,1142,2063,401,2,1325.9,45.25,Gift Card
459,460,5/4/2025,1164,2085,404,2,387.44,48.27,Credit Card
460,461,5/4/2025,1178,2053,404,1,1647.4,22.96,Cash
461,462,5/4/2025,1076,2048,402,3,1072.89,3.04,Mobile Payment
462,463,5/4/2025,1061,2028,403,1,1148.29,10.74,Credit Card
463,464,5/4/2025,1118,2007,404,3,1750.17,41.61,Cash
464,465,5/4/2025,1142,2067,402,3,1163.8,49.8,Gift Card
465,466,5/4/2025,1062,2032,402,2,756.48,19.97,Gift Card
466,467,5/4/2025,1165,2010,404,2,124.54,36.69,Mobile Payment
467,468,5/4/2025,1023,2068,402,0,2460.72,10.01,Credit Card
468,469,5/4/2025,1068,2048,401,0,715.26,22.97,Gift Card
469,470,5/4/2025,1048,2097,402,3,0,7.6,Mobile Payment
470,471,5/4/2025,1053,2042,403,0,167.61,48.15,Credit Card
471,472,5/4/2025,1054,2024,401,3,372.81,43.94,Credit Card
472,473,5/4/2025,1062,2089,402,3,1240.56,37.86,Cash
473,474,5/4/2025,1061,2070,403,2,27.34,36.03,Cash
474,475,5/4/2025,1097,2059,403,2,0,24.01,Mobile Payment
475,476,5/4/2025,1066,2046,404,3,200.58,15.28,Mobile Payment
476,477,5/4/2025,1025,2092,404,2,771.54,4.75,Gift Card
477,478,5/4/2025,1052,2047,403,3,334.98,3.62,Credit Card
478,479,5/4/2025,1011,2072,402,1,756.54,5.47,Gift Card
479,480,5/4/2025,1004,2033,404,2,0,2.64,Credit Card
480,481,5/4/2025,1039,2025,403,1,503.32,42.79,Mobile Payment
481,482,5/4/2025,1097,2072,402,3,420.3,29.32,Mobile Payment
482,483,5/4/2025,1140,2083,403,2,1843.58,36.3,Mobile Payment
483,484,5/4/2025,1195,2062,404,3,3096.8,17.28,Mobile Payment
484,485,5/4/2025,1043,2093,403,1,1360.69,7.56,Credit Card
485,486,5/4/2025,1035,2092,404,1,0,47.46,Credit Card
486,487,5/4/2025,1138,2082,401,0,533.2,1.29,Gift Card
487,488,5/4/2025,1019,2085,401,0,484.3,7.52,Credit Card
488,489,5/4/2025,1105,2017,402,0,1391.1,29.58,Mobile Payment
489,490,5/4/2025,1181,2019,401,1,4202.68,2.81,Credit Card
490,491,5/4/2025,1129,2058,403,0,1333.5,36.7,Gift Card
491,492,5/4/2025,1158,2081,404,3,2984.88,26.89,Gift Card
492,493,5/4/2025,1004,2000,404,0,2907.93,3.32,Cash
493,494,5/4/2025,1004,2067,403,2,465.52,9.37,Mobile Payment
494,495,5/4/2025,1004,2064,404,1,1323.18,37.02,Gift Card
495,496,5/4/2025,1027,2012,402,1,1121.74,9.62,Gift Card
496,497,5/4/2025,1049,2079,403,2,3802.16,3.87,Mobile Payment
497,498,5/4/2025,1068,2050,401,2,0,24.34,Cash
498,499,5/4/2025,1103,2058,402,1,600.08,41.18,Mobile Payment
499,500,5/4/2025,1076,2087,401,0,159.32,27.02,Gift Card
500,501,5/4/2025,1023,2051,404,3,351.96,17.54,Mobile Payment
501,502,5/4/2025,1141,2060,401,0,408.38,39.29,Cash
502,503,5/4/2025,1179,2021,401,3,835.41,45.23,Mobile Payment
503,504,5/4/2025,1111,2082,403,0,0,7.38,Mobile Payment
504,505,5/4/2025,1135,2005,402,1,1157.71,47.76,Gift Card
505,506,5/4/2025,1177,2072,404,2,1008.72,6.19,Credit Card
506,507,5/4/2025,1011,2009,403,0,0,18.07,Gift Card
507,508,5/4/2025,1045,2040,401,1,31.09,22.8,Cash
508,509,5/4/2025,1150,2018,404,0,1084.52,47.88,Gift Card
509,510,5/4/2025,1076,2020,402,3,2254.98,33.67,Mobile Payment
510,511,5/4/2025,1173,2069,403,3,232.39,3.63,Mobile Payment
511,512,5/4/2025,1193,2094,402,0,1480.05,15.01,Gift Card
512,513,5/4/2025,1128,2095,403,0,0,47.86,Cash
513,514,5/4/2025,1025,2055,402,0,107.88,5.37,Gift Card
514,515,5/4/2025,1087,2077,404,2,449.46,22.39,Cash
515,516,5/4/2025,1007,2081,403,3,746.22,41.58,Cash
516,517,5/4/2025,1125,2029,403,3,40.53,22.73,Gift Card
517,518,5/4/2025,1110,2023,404,0,1879.08,30.38,Credit Card
518,519,5/4/2025,1197,2079,403,1,855.49,0.79,Credit Card
519,520,5/4/2025,1182,2009,401,2,53.05,37.81,Cash
520,521,5/4/2025,1039,2048,402,3,357.63,44.08,Gift Card
521,522,5/4/2025,1081,2046,401,0,33.43,41.08,Gift Card
522,523,5/4/2025,1001,2039,404,2,2343.46,37.66,Credit Card
523,524,5/4/2025,1194,2034,401,1,245.11,7.98,Gift Card
524,525,5/4/2025,1022,2023,404,3,5637.24,23.8,Credit Card
525,526,5/4/2025,1142,2071,404,0,615.16,25.01,Credit Card
526,527,5/4/2025,1006,2011,403,0,1229.22,41.49,Credit Card
527,528,5/4/2025,1152,2076,403,3,2418.21,22.93,Gift Card
528,529,5/4/2025,1003,2037,404,3,1440.56,21.94,Gift Card
529,530,5/4/2025,1199,2010,402,1,210.17,31.39,Cash
530,531,5/4/2025,1175,2048,402,1,965.6,36.58,Gift Card
531,532,5/4/2025,1068,2038,403,3,0,49.49,Credit Card
532,533,5/4/2025,1037,2008,402,3,266.36,39.93,Gift Card
533,534,5/4/2025,1070,2053,403,3,1830.45,32.99,Cash
534,535,5/4/2025,1005,2009,403,2,53.05,16.84,Mobile Payment
535,536,5/4/2025,1063,2092,404,1,867.98,12.22,Credit Card
536,537,5/4/2025,1117,2013,402,2,2244.86,6.84,Cash
537,538,5/4/2025,1001,2050,403,3,0,47.69,Credit Card
538,539,5/4/2025,1084,2056,403,3,1574.16,1.51,Mobile Payment
539,540,5/4/2025,1166,2076,402,2,0,34.79,Cash
540,541,5/4/2025,1082,2077,402,3,0,5.25,Mobile Payment
541,542,5/4/2025,1080,2022,404,2,1073.89,13.59,Mobile Payment
542,543,5/4/2025,1074,2094,404,1,444.02,0.88,Credit Card
543,544,5/4/2025,1083,2048,403,3,0,13.71,Cash
544,545,5/4/2025,1093,2014,402,1,221.67,38.41,Credit Card
545,546,5/4/2025,1174,2098,401,3,2723.58,31.43,Cash
546,547,5/4/2025,1181,2026,404,2,507.74,30.07,Credit Card
547,548,5/4/2025,1177,2008,404,3,332.95,10.4,Gift Card
548,549,5/4/2025,1035,2081,403,1,1343.2,34,Credit Card
549,550,5/4/2025,1064,2084,402,3,845.55,49.09,Gift Card
550,551,5/4/2025,1096,2009,404,3,198.93,1.37,Gift Card
551,552,5/4/2025,1149,2051,404,0,0,48.06,Mobile Payment
552,553,5/4/2025,1092,2089,401,0,827.04,0.12,Credit Card
553,554,5/4/2025,1196,2031,403,1,1526.31,43.45,Credit Card
554,555,5/4/2025,1165,2078,401,3,142.01,38.38,Gift Card
555,556,5/4/2025,1192,2042,404,0,1005.66,49.96,Mobile Payment
556,557,5/4/2025,1002,2012,403,1,560.87,9.34,Cash
557,558,5/4/2025,1130,2095,402,3,1963.16,32.5,Cash
558,559,5/4/2025,1095,2050,404,1,168.1,4.58,Credit Card
559,560,5/4/2025,1088,2003,404,0,385.18,45.34,Gift Card
560,561,5/4/2025,1075,2053,401,0,1830.45,22.56,Mobile Payment
561,562,5/4/2025,1186,2018,403,2,1301.42,26.84,Credit Card
562,563,5/4/2025,1087,2058,402,3,2667,33.48,Mobile Payment
563,564,5/4/2025,1089,2060,401,3,408.38,8.66,Credit Card
564,565,5/4/2025,1184,2089,404,2,1984.9,10.22,Gift Card
565,566,5/4/2025,1017,2038,401,0,0,42.45,Cash
566,567,5/4/2025,1005,2043,401,1,786.1,34.79,Gift Card
567,568,5/4/2025,1189,2031,402,1,2035.08,44.25,Credit Card
568,569,5/4/2025,1084,2071,404,3,0,28.58,Credit Card
569,570,5/4/2025,1059,2051,402,1,527.94,34.39,Mobile Payment
570,571,5/4/2025,1163,2084,404,3,845.55,16.17,Credit Card
571,572,5/4/2025,1007,2094,402,3,493.35,47.72,Credit Card
572,573,5/4/2025,1151,2054,404,0,0,24.51,Gift Card
573,574,5/4/2025,1180,2027,402,2,0,49.17,Mobile Payment
574,575,5/4/2025,1192,2090,401,0,286.56,28.93,Gift Card
575,576,5/4/2025,1137,2023,403,2,1503.26,37.42,Credit Card
576,577,5/4/2025,1050,2058,401,2,1066.8,34.81,Mobile Payment
577,578,5/4/2025,1171,2062,403,3,619.36,41.07,Cash
578,579,5/4/2025,1156,2050,401,2,0,18.39,Gift Card
579,580,5/4/2025,1090,2058,402,2,1066.8,24.21,Cash
580,581,5/4/2025,1157,2075,401,1,702.58,2.94,Gift Card
581,582,5/4/2025,1080,2015,402,2,1619.93,13.19,Mobile Payment
582,583,5/4/2025,1029,2023,403,1,0,15.19,Gift Card
583,584,5/4/2025,1130,2049,404,1,845.86,27.16,Gift Card
584,585,5/4/2025,1147,2049,404,1,845.86,23.38,Mobile Payment
585,586,5/4/2025,1124,2081,402,1,2686.39,44.67,Cash
586,587,5/4/2025,1125,2036,402,1,588.55,8.43,Credit Card
587,588,5/4/2025,1080,2057,401,2,699.17,28.11,Mobile Payment
588,589,5/4/2025,1002,2062,402,1,1114.85,27.31,Credit Card
589,590,5/4/2025,1098,2071,404,3,1845.48,39.4,Credit Card
590,591,5/4/2025,1175,2062,404,3,1858.08,20.17,Credit Card
591,592,5/4/2025,1125,2021,401,0,1670.82,4.59,Mobile Payment
592,593,5/4/2025,1194,2028,403,0,637.94,4.52,Gift Card
593,594,5/4/2025,1070,2028,403,1,0,34.77,Cash
594,595,5/4/2025,1199,2058,404,0,2667,48.38,Credit Card
595,596,5/4/2025,1146,2014,403,2,0,40.84,Cash
596,597,5/4/2025,1138,2096,401,3,2688.72,14.77,Mobile Payment
597,598,5/4/2025,1139,2027,404,0,258.61,4.74,Credit Card
598,599,5/4/2025,1188,2083,402,2,1229.06,39.82,Credit Card
599,600,5/4/2025,1008,2057,403,2,699.17,47.51,Credit Card
600,601,5/4/2025,1022,2056,401,1,2361.24,29.71,Credit Card
601,602,5/4/2025,1053,2094,403,3,493.35,21.27,Mobile Payment
602,603,5/4/2025,1042,2078,402,1,127.81,13.2,Credit Card
603,604,5/4/2025,1052,2007,403,2,2333.56,46.95,Cash
604,605,5/4/2025,1152,2068,402,2,656.19,18.8,Mobile Payment
605,606,5/4/2025,1180,2037,403,2,288.11,5.17,Credit Card
606,607,5/4/2025,1131,2086,401,1,2414.07,9.36,Credit Card
607,608,5/4/2025,1192,2052,401,2,0,5.13,Gift Card
608,609,5/4/2025,1167,2016,402,1,290.72,1.66,Mobile Payment
609,610,5/4/2025,1037,2091,403,1,0,38.31,Gift Card
610,611,5/4/2025,1194,2086,404,3,0,28.93,Credit Card
611,612,5/4/2025,1036,2073,403,3,1997.72,48.58,Cash
612,613,5/4/2025,1096,2057,401,0,1310.94,47.14,Credit Card
613,614,5/4/2025,1103,2065,403,2,376.27,35.43,Gift Card
614,615,5/4/2025,1116,2062,403,0,1238.72,42.36,Credit Card
615,616,5/4/2025,1198,2093,401,3,0,14,Gift Card
616,617,5/4/2025,1162,2085,403,0,0,3.85,Credit Card
617,618,5/4/2025,1136,2050,402,3,933.9,14.26,Cash
618,619,5/4/2025,1054,2063,403,2,441.97,24.54,Mobile Payment
619,620,5/4/2025,1072,2043,402,3,4367.25,36.76,Cash
620,621,5/4/2025,1087,2087,401,0,637.28,36.6,Mobile Payment
621,622,5/4/2025,1025,2080,404,0,3329.04,16.64,Cash
622,623,5/4/2025,1031,2020,404,3,1127.49,29.24,Gift Card
623,624,5/4/2025,1000,2054,402,1,1620.92,9.1,Gift Card
624,625,5/4/2025,1166,2038,402,2,2223.62,29.05,Credit Card
625,626,5/4/2025,1023,2083,403,2,1229.06,47.11,Mobile Payment
626,627,5/4/2025,1021,2047,402,0,1674.9,3.49,Cash
627,628,5/4/2025,1101,2080,403,1,3745.17,43.12,Mobile Payment
628,629,5/4/2025,1109,2083,401,0,768.16,37.48,Cash
629,630,5/4/2025,1000,2027,404,0,517.22,34.35,Credit Card
630,631,5/4/2025,1033,2075,402,3,780.64,45.8,Mobile Payment
631,632,5/4/2025,1002,2001,403,0,824.7,20.24,Gift Card
632,633,5/4/2025,1108,2088,402,3,3546.75,24.15,Credit Card
633,634,5/4/2025,1018,2029,404,0,27.02,9.25,Gift Card
634,635,5/4/2025,1187,2013,401,2,2993.15,21.87,Credit Card
635,636,5/4/2025,1094,2038,402,3,926.51,5.67,Gift Card
636,637,5/4/2025,1198,2096,402,1,1814.89,49.44,Credit Card
637,638,5/4/2025,1017,2067,401,1,523.71,11.84,Gift Card
638,639,5/4/2025,1112,2044,402,1,560.47,23.52,Gift Card
639,640,5/4/2025,1105,2078,404,1,383.43,36.65,Gift Card
640,641,5/4/2025,1022,2012,402,0,623.19,46.35,Credit Card
641,642,5/4/2025,1150,2093,404,2,1814.26,48.71,Credit Card
642,643,5/4/2025,1109,2040,402,1,31.09,30.69,Cash
643,644,5/4/2025,1070,2082,401,1,719.82,41.64,Cash
644,645,5/4/2025,1141,2076,403,0,3224.28,11.1,Cash
645,646,5/4/2025,1168,2038,402,1,1667.72,15.05,Credit Card
646,647,5/4/2025,1191,2050,403,0,560.34,45.74,Gift Card
647,648,5/4/2025,1005,2030,404,3,679.88,8.35,Cash
648,649,5/4/2025,1028,2030,404,0,509.91,19.55,Mobile Payment
649,650,5/4/2025,1135,2001,403,2,989.64,23.2,Gift Card
650,651,5/4/2025,1033,2049,404,2,751.87,6.18,Credit Card
651,652,5/4/2025,1139,2087,402,3,0,25.06,Mobile Payment
652,653,5/4/2025,1197,2009,401,0,265.24,1.92,Credit Card
653,654,5/4/2025,1003,2033,402,0,836.25,4.09,Credit Card
654,655,5/4/2025,1015,2050,403,3,560.34,0.82,Cash
655,656,5/4/2025,1108,2089,404,0,413.52,45.13,Cash
656,657,5/4/2025,1163,2068,402,2,3280.96,25.84,Mobile Payment
657,658,5/4/2025,1021,2039,401,1,878.8,29.91,Mobile Payment
658,659,5/4/2025,1039,2068,403,3,2460.72,21.35,Credit Card
659,660,5/4/2025,1150,2081,401,2,1193.95,13.91,Credit Card
660,661,5/4/2025,1178,2055,402,0,53.94,45.37,Mobile Payment
661,662,5/4/2025,1062,2011,404,0,0,6.33,Credit Card
662,663,5/4/2025,1116,2078,401,2,0,18.53,Credit Card
663,664,5/4/2025,1170,2094,402,0,986.7,22.25,Credit Card
664,665,5/4/2025,1003,2090,402,0,143.28,32.95,Credit Card
665,666,5/4/2025,1041,2063,403,2,1325.9,40.68,Gift Card
666,667,5/4/2025,1042,2047,402,2,803.95,26.64,Credit Card
667,668,5/4/2025,1187,2015,401,2,0,17.32,Cash
668,669,5/4/2025,1109,2034,401,2,326.81,3.28,Mobile Payment
669,670,5/4/2025,1182,2073,401,3,499.43,37.62,Gift Card
670,671,5/4/2025,1116,2065,403,0,470.34,38.58,Gift Card
671,672,5/4/2025,1127,2072,402,2,1008.72,37.46,Mobile Payment
672,673,5/4/2025,1040,2032,401,0,0,27.3,Mobile Payment
673,674,5/4/2025,1058,2094,401,0,493.35,23.45,Gift Card
674,675,5/4/2025,1003,2031,401,3,1695.9,10.74,Gift Card
675,676,5/4/2025,1093,2049,402,1,1691.71,35,Gift Card
676,677,5/4/2025,1009,2070,404,1,30.76,16.15,Gift Card
677,678,5/4/2025,1082,2031,404,2,452.24,24.14,Mobile Payment
678,679,5/4/2025,1069,2009,403,0,0,34.19,Credit Card
679,680,5/4/2025,1128,2086,401,1,804.69,33.55,Mobile Payment
680,681,5/4/2025,1057,2066,401,3,1548.18,41.95,Credit Card
681,682,5/4/2025,1017,2059,403,2,409.64,33.19,Credit Card
682,683,5/4/2025,1083,2011,404,0,1638.96,45.28,Mobile Payment
683,684,5/4/2025,1094,2025,403,2,223.7,7.67,Gift Card
684,685,5/4/2025,1189,2079,402,3,3802.16,45.39,Credit Card
685,686,5/4/2025,1094,2075,404,1,702.58,35.47,Gift Card
686,687,5/4/2025,1187,2069,402,1,627.45,11.63,Mobile Payment
687,688,5/4/2025,1001,2052,401,1,0,21.84,Gift Card
688,689,5/4/2025,1138,2044,401,2,166.06,33.17,Mobile Payment
689,690,5/4/2025,1000,2097,404,2,1347.36,28.47,Credit Card
690,691,5/4/2025,1026,2026,402,3,211.56,48.04,Cash
691,692,5/4/2025,1125,2007,402,2,933.42,43.05,Mobile Payment
692,693,5/4/2025,1023,2005,402,3,1286.34,22.4,Gift Card
693,694,5/4/2025,1179,2047,404,0,669.96,42.84,Mobile Payment
694,695,5/4/2025,1148,2012,402,3,3115.95,45.09,Mobile Payment
695,696,5/4/2025,1019,2075,401,3,2341.92,32.32,Gift Card
696,697,5/4/2025,1169,2016,402,2,775.25,46.9,Gift Card
697,698,5/4/2025,1066,2040,404,2,55.26,28.91,Cash
698,699,5/4/2025,1081,2057,403,1,393.28,0.04,Gift Card
699,700,5/4/2025,1019,2025,402,0,559.24,19.61,Gift Card
700,701,5/4/2025,1039,2013,402,3,4676.8,26.17,Cash
701,702,5/4/2025,1119,2040,404,0,69.08,28.71,Gift Card
702,703,5/4/2025,1137,2045,402,3,0,26.76,Cash
703,704,5/4/2025,1078,2059,403,0,1536.15,22.84,Cash
704,705,5/4/2025,1023,2020,403,0,0,25.47,Gift Card
705,706,5/4/2025,1055,2041,402,0,4021.05,5.22,Gift Card
706,707,5/4/2025,1182,2031,403,3,1695.9,13.5,Cash
707,708,5/4/2025,1131,2006,403,2,475.2,39.82,Mobile Payment
708,709,5/4/2025,1044,2003,404,3,1155.54,10.06,Credit Card
709,710,5/4/2025,1142,2095,402,0,2453.95,16.69,Gift Card
710,711,5/4/2025,1118,2013,402,0,1870.72,40.76,Mobile Payment
711,712,5/4/2025,1003,2007,402,1,1050.1,45.93,Credit Card
712,713,5/4/2025,1050,2051,403,0,117.32,40.35,Gift Card
713,714,5/4/2025,1149,2075,403,0,780.64,16.96,Credit Card
714,715,5/4/2025,1005,2008,402,3,466.13,32.63,Mobile Payment
715,716,5/4/2025,1032,2011,403,0,409.74,24.55,Mobile Payment
716,717,5/4/2025,1010,2059,401,1,921.69,44.95,Mobile Payment
717,718,5/4/2025,1146,2055,404,3,0,0.45,Mobile Payment
718,719,5/4/2025,1007,2048,404,1,1287.47,30.27,Cash
719,720,5/4/2025,1090,2027,402,2,413.78,20.69,Gift Card
720,721,5/4/2025,1071,2057,402,0,1310.94,7.63,Cash
721,722,5/4/2025,1157,2079,402,2,2281.3,38.06,Cash
722,723,5/4/2025,1127,2052,404,0,2193.78,15.07,Credit Card
723,724,5/4/2025,1022,2035,404,1,1619.98,29.25,Mobile Payment
724,725,5/4/2025,1107,2025,402,0,279.62,17.4,Credit Card
725,726,5/4/2025,1097,2091,403,3,2717.37,45.57,Credit Card
726,727,5/4/2025,1139,2062,403,2,1486.46,16.91,Cash
727,728,5/4/2025,1099,2034,402,0,408.51,14.61,Cash
728,729,5/4/2025,1081,2076,402,0,2418.21,15.58,Cash
729,730,5/4/2025,1199,2035,401,3,2699.97,36.2,Cash
730,731,5/4/2025,1135,2045,402,1,842.78,43.91,Gift Card
731,732,5/4/2025,1025,2031,402,2,904.48,0.02,Mobile Payment
732,733,5/4/2025,1136,2094,401,1,0,34.7,Gift Card
733,734,5/4/2025,1147,2049,403,1,3383.42,43.98,Credit Card
734,735,5/4/2025,1045,2030,403,2,407.93,38.74,Credit Card
735,736,5/4/2025,1151,2003,403,1,693.32,4.37,Credit Card
736,737,5/4/2025,1144,2024,404,2,298.25,17.31,Mobile Payment
737,738,5/4/2025,1044,2062,401,0,1238.72,18.88,Cash
738,739,5/4/2025,1014,2029,402,0,13.51,45.54,Credit Card
739,740,5/4/2025,1134,2061,401,2,639.74,17.99,Cash
740,741,5/4/2025,1157,2025,402,2,671.09,35.48,Cash
741,742,5/4/2025,1183,2022,403,0,2684.72,12.36,Credit Card
742,743,5/4/2025,1005,2018,402,0,542.26,23.99,Credit Card
743,744,5/4/2025,1134,2046,401,2,53.49,1.25,Credit Card
744,745,5/4/2025,1180,2084,404,0,281.85,4.38,Gift Card
745,746,5/4/2025,1086,2038,403,1,1667.72,48.53,Credit Card
746,747,5/4/2025,1040,2093,404,3,755.94,28.98,Gift Card
747,748,5/4/2025,1166,2040,402,2,27.63,48.7,Mobile Payment
748,749,5/4/2025,1057,2085,402,3,1452.9,21.15,Mobile Payment
749,750,5/4/2025,1078,2093,403,1,0,42.05,Cash
750,751,5/4/2025,1045,2093,401,3,2267.82,4.29,Cash
751,752,5/4/2025,1197,2072,401,1,1513.08,18.45,Mobile Payment
752,753,5/4/2025,1154,2040,402,0,69.08,43.55,Cash
753,754,5/4/2025,1127,2018,403,0,0,13.37,Mobile Payment
754,755,5/4/2025,1060,2044,403,1,934.11,38.46,Gift Card
755,756,5/4/2025,1162,2011,403,3,1229.22,23.16,Gift Card
756,757,5/4/2025,1002,2033,402,1,3010.5,21.66,Credit Card
757,758,5/4/2025,1177,2008,403,2,159.82,21.16,Credit Card
758,759,5/4/2025,1027,2092,401,0,482.21,23.35,Mobile Payment
759,760,5/4/2025,1098,2056,404,1,944.5,43.46,Cash
760,761,5/4/2025,1105,2063,404,2,2209.84,5.72,Gift Card
761,762,5/4/2025,1139,2048,401,3,357.63,3.65,Cash
762,763,5/4/2025,1147,2083,402,1,691.34,19.99,Gift Card
763,764,5/4/2025,1115,2009,401,2,53.05,9.81,Credit Card
764,765,5/4/2025,1005,2040,403,0,103.62,28.27,Credit Card
765,766,5/4/2025,1018,2043,402,3,2620.35,23.39,Cash
766,767,5/4/2025,1041,2093,401,0,755.94,2.46,Gift Card
767,768,5/4/2025,1086,2076,404,0,0,43.18,Credit Card
768,769,5/4/2025,1110,2083,402,3,768.16,12.95,Gift Card
769,770,5/4/2025,1040,2006,401,2,0,28.92,Cash
770,771,5/4/2025,1052,2024,404,2,298.25,13.4,Gift Card
771,772,5/4/2025,1169,2036,403,1,392.36,28.1,Credit Card
772,773,5/4/2025,1024,2006,404,3,0,23.63,Credit Card
773,774,5/4/2025,1039,2006,403,0,198,8.27,Gift Card
774,775,5/4/2025,1109,2011,403,3,1638.96,45.47,Cash
775,776,5/4/2025,1051,2012,401,1,1121.74,16.22,Gift Card
776,777,5/4/2025,1043,2081,403,0,746.22,41.13,Cash
777,778,5/4/2025,1121,2014,403,3,985.2,28.51,Gift Card
778,779,5/4/2025,1120,2062,403,0,2477.44,10.56,Mobile Payment
779,780,5/4/2025,1164,2069,404,1,0,18.64,Cash
780,781,5/4/2025,1094,2048,403,1,321.87,19.35,Credit Card
781,782,5/4/2025,1114,2005,403,3,428.78,22.56,Mobile Payment
782,783,5/4/2025,1119,2033,402,2,1338,14.76,Gift Card
783,784,5/4/2025,1144,2007,402,0,1166.78,20.42,Mobile Payment
784,785,5/4/2025,1021,2085,403,3,0,21.49,Gift Card
785,786,5/4/2025,1193,2075,402,0,1561.28,26.05,Cash
786,787,5/4/2025,1099,2066,404,3,0,14.69,Credit Card
787,788,5/4/2025,1146,2030,404,2,543.9,40.08,Gift Card
788,789,5/4/2025,1020,2050,401,1,168.1,47.63,Gift Card
789,790,5/4/2025,1030,2096,404,1,3024.81,24.96,Gift Card
790,791,5/4/2025,1042,2027,402,1,232.75,12.86,Gift Card
791,792,5/4/2025,1010,2054,401,3,900.51,28.52,Cash
792,793,5/4/2025,1051,2080,402,2,0,37.32,Credit Card
793,794,5/4/2025,1081,2093,401,0,755.94,38.58,Credit Card
